id,category,text,sentiment
324,Hotel Review,Amazing hotel! The room was pool area and service excellent 5 stars! Best hotel experience with comfortable beds,Positive
325,Hotel Review,5 stars! Best hotel experience with breakfast quality Perfect stay! Loved the pool area facilities,Positive
326,Hotel Review,Perfect stay! Loved the breakfast quality facilities. Used it 16 times.,Positive
327,Hotel Review,5 stars! Best hotel experience with pool area,Positive
328,Hotel Review,Wonderful hotel. Location perfect and comfortable beds beautiful. Used it 13 times.,Positive
329,Hotel Review,Wonderful hotel. Location perfect and staff friendliness beautiful Outstanding! The staff was friendly and comfortable beds. Used it 11 times.,Positive
330,Hotel Review,Outstanding! The staff was friendly and location convenience,Positive
331,Hotel Review,Perfect stay! Loved the breakfast quality facilities Perfect stay! Loved the staff friendliness facilities,Positive
332,Hotel Review,Amazing hotel! The room was breakfast quality and service excellent,Positive
333,Hotel Review,5 stars! Best hotel experience with wifi speed,Positive
334,Hotel Review,Amazing hotel! The room was parking facility and service excellent Perfect stay! Loved the parking facility facilities. Used it 10 times.,Positive
335,Hotel Review,Wonderful hotel. Location perfect and breakfast quality beautiful,Positive
336,Hotel Review,Perfect stay! Loved the pool area facilities,Positive
337,Hotel Review,Amazing hotel! The room was comfortable beds and service excellent. Used it 21 times.,Positive
338,Hotel Review,Perfect stay! Loved the staff friendliness facilities Wonderful hotel. Location perfect and cleanliness beautiful,Positive
339,Hotel Review,5 stars! Best hotel experience with location convenience Perfect stay! Loved the staff friendliness facilities. Used it 3 times.,Positive
340,Hotel Review,Perfect stay! Loved the location convenience facilities,Positive
341,Hotel Review,Perfect stay! Loved the pool area facilities Wonderful hotel. Location perfect and breakfast quality beautiful,Positive
342,Hotel Review,5 stars! Best hotel experience with staff friendliness Perfect stay! Loved the pool area facilities,Positive
343,Hotel Review,5 stars! Best hotel experience with wifi speed,Positive
344,Hotel Review,Outstanding! The staff was friendly and wifi speed Perfect stay! Loved the comfortable beds facilities. Used it 13 times.,Positive
345,Hotel Review,Perfect stay! Loved the breakfast quality facilities 5 stars! Best hotel experience with pool area. Used it 6 times.,Positive
346,Hotel Review,Wonderful hotel. Location perfect and location convenience beautiful Outstanding! The staff was friendly and parking facility,Positive
347,Hotel Review,Outstanding! The staff was friendly and location convenience,Positive
348,Hotel Review,Wonderful hotel. Location perfect and pool area beautiful. Used it 10 times.,Positive
349,Hotel Review,Wonderful hotel. Location perfect and location convenience beautiful 5 stars! Best hotel experience with cleanliness,Positive
350,Hotel Review,Perfect stay! Loved the parking facility facilities 5 stars! Best hotel experience with staff friendliness,Positive
351,Hotel Review,Amazing hotel! The room was wifi speed and service excellent 5 stars! Best hotel experience with parking facility. Used it 17 times.,Positive
352,Hotel Review,Wonderful hotel. Location perfect and parking facility beautiful Wonderful hotel. Location perfect and comfortable beds beautiful. Used it 4 times.,Positive
353,Hotel Review,5 stars! Best hotel experience with pool area Wonderful hotel. Location perfect and pool area beautiful,Positive
354,Hotel Review,Wonderful hotel. Location perfect and staff friendliness beautiful,Positive
355,Hotel Review,Amazing hotel! The room was breakfast quality and service excellent,Positive
356,Hotel Review,Wonderful hotel. Location perfect and location convenience beautiful Perfect stay! Loved the breakfast quality facilities,Positive
357,Hotel Review,Perfect stay! Loved the staff friendliness facilities Wonderful hotel. Location perfect and parking facility beautiful,Positive
358,Hotel Review,Wonderful hotel. Location perfect and parking facility beautiful Outstanding! The staff was friendly and cleanliness,Positive
359,Hotel Review,Outstanding! The staff was friendly and parking facility,Positive
360,Hotel Review,Wonderful hotel. Location perfect and location convenience beautiful. Used it 21 times.,Positive
361,Hotel Review,Amazing hotel! The room was location convenience and service excellent. Used it 21 times.,Positive
362,Hotel Review,Perfect stay! Loved the wifi speed facilities Amazing hotel! The room was comfortable beds and service excellent. Used it 15 times.,Positive
363,Hotel Review,Outstanding! The staff was friendly and breakfast quality Outstanding! The staff was friendly and wifi speed,Positive
364,Hotel Review,Amazing hotel! The room was breakfast quality and service excellent Wonderful hotel. Location perfect and wifi speed beautiful,Positive
365,Hotel Review,Wonderful hotel. Location perfect and staff friendliness beautiful 5 stars! Best hotel experience with breakfast quality,Positive
366,Hotel Review,Wonderful hotel. Location perfect and pool area beautiful 5 stars! Best hotel experience with location convenience. Used it 8 times.,Positive
367,Hotel Review,Wonderful hotel. Location perfect and parking facility beautiful Perfect stay! Loved the parking facility facilities,Positive
368,Hotel Review,Outstanding! The staff was friendly and pool area,Positive
369,Hotel Review,5 stars! Best hotel experience with comfortable beds Wonderful hotel. Location perfect and staff friendliness beautiful,Positive
370,Hotel Review,5 stars! Best hotel experience with breakfast quality 5 stars! Best hotel experience with cleanliness. Used it 23 times.,Positive
371,Hotel Review,5 stars! Best hotel experience with location convenience,Positive
372,Hotel Review,Perfect stay! Loved the wifi speed facilities Wonderful hotel. Location perfect and parking facility beautiful,Positive
373,Hotel Review,Perfect stay! Loved the comfortable beds facilities Wonderful hotel. Location perfect and wifi speed beautiful. Used it 22 times.,Positive
374,Hotel Review,Perfect stay! Loved the cleanliness facilities. Used it 11 times.,Positive
375,Hotel Review,Amazing hotel! The room was breakfast quality and service excellent Amazing hotel! The room was breakfast quality and service excellent,Positive
376,Hotel Review,Outstanding! The staff was friendly and wifi speed 5 stars! Best hotel experience with pool area. Used it 2 times.,Positive
377,Hotel Review,Wonderful hotel. Location perfect and wifi speed beautiful,Positive
378,Hotel Review,Perfect stay! Loved the staff friendliness facilities,Positive
379,Hotel Review,Amazing hotel! The room was staff friendliness and service excellent,Positive
380,Hotel Review,5 stars! Best hotel experience with cleanliness. Used it 19 times.,Positive
381,Hotel Review,5 stars! Best hotel experience with parking facility,Positive
382,Hotel Review,Perfect stay! Loved the location convenience facilities 5 stars! Best hotel experience with wifi speed,Positive
383,Hotel Review,Perfect stay! Loved the location convenience facilities 5 stars! Best hotel experience with breakfast quality. Used it 11 times.,Positive
384,Hotel Review,Wonderful hotel. Location perfect and wifi speed beautiful Perfect stay! Loved the staff friendliness facilities,Positive
385,Hotel Review,Amazing hotel! The room was staff friendliness and service excellent Amazing hotel! The room was breakfast quality and service excellent,Positive
386,Hotel Review,5 stars! Best hotel experience with wifi speed Amazing hotel! The room was parking facility and service excellent,Positive
387,Hotel Review,5 stars! Best hotel experience with pool area 5 stars! Best hotel experience with cleanliness. Used it 12 times.,Positive
388,Hotel Review,Amazing hotel! The room was comfortable beds and service excellent,Positive
389,Hotel Review,Outstanding! The staff was friendly and parking facility,Positive
390,Hotel Review,5 stars! Best hotel experience with wifi speed Perfect stay! Loved the breakfast quality facilities,Positive
391,Hotel Review,Wonderful hotel. Location perfect and pool area beautiful Outstanding! The staff was friendly and location convenience,Positive
392,Hotel Review,Perfect stay! Loved the comfortable beds facilities,Positive
393,Hotel Review,Amazing hotel! The room was comfortable beds and service excellent Amazing hotel! The room was wifi speed and service excellent,Positive
394,Hotel Review,Perfect stay! Loved the pool area facilities,Positive
395,Hotel Review,Amazing hotel! The room was wifi speed and service excellent Wonderful hotel. Location perfect and location convenience beautiful. Used it 17 times.,Positive
396,Hotel Review,Amazing hotel! The room was location convenience and service excellent Perfect stay! Loved the staff friendliness facilities,Positive
397,Hotel Review,Wonderful hotel. Location perfect and location convenience beautiful,Positive
398,Hotel Review,Amazing hotel! The room was staff friendliness and service excellent 5 stars! Best hotel experience with cleanliness,Positive
399,Hotel Review,Amazing hotel! The room was staff friendliness and service excellent,Positive
400,Hotel Review,Wonderful hotel. Location perfect and cleanliness beautiful,Positive
401,Hotel Review,Disgusting. Cleanliness was awful and cleanliness. Used it 6 times.,Negative
402,Hotel Review,Disgusting. Cleanliness was awful and pool area,Negative
403,Hotel Review,Disgusting. Cleanliness was awful and staff friendliness Disgusting. Cleanliness was awful and comfortable beds,Negative
404,Hotel Review,Never again! comfortable beds was broken and staff rude. Used it 18 times.,Negative
405,Hotel Review,Waste of money. breakfast quality completely unacceptable Horrible stay. Service was poor and cleanliness,Negative
406,Hotel Review,Disgusting. Cleanliness was awful and staff friendliness Waste of money. staff friendliness completely unacceptable,Negative
407,Hotel Review,Disgusting. Cleanliness was awful and pool area. Used it 7 times.,Negative
408,Hotel Review,Terrible hotel! Room was dirty and staff friendliness,Negative
409,Hotel Review,Horrible stay. Service was poor and wifi speed. Used it 20 times.,Negative
410,Hotel Review,Disgusting. Cleanliness was awful and cleanliness. Used it 2 times.,Negative
411,Hotel Review,Disgusting. Cleanliness was awful and wifi speed Waste of money. wifi speed completely unacceptable,Negative
412,Hotel Review,Horrible stay. Service was poor and parking facility. Used it 30 times.,Negative
413,Hotel Review,Waste of money. pool area completely unacceptable Horrible stay. Service was poor and parking facility,Negative
414,Hotel Review,Disgusting. Cleanliness was awful and parking facility. Used it 18 times.,Negative
415,Hotel Review,Disgusting. Cleanliness was awful and location convenience. Used it 12 times.,Negative
416,Hotel Review,Waste of money. pool area completely unacceptable Disgusting. Cleanliness was awful and staff friendliness. Used it 13 times.,Negative
417,Hotel Review,Waste of money. location convenience completely unacceptable. Used it 8 times.,Negative
418,Hotel Review,Horrible stay. Service was poor and location convenience Terrible hotel! Room was dirty and staff friendliness,Negative
419,Hotel Review,Disgusting. Cleanliness was awful and wifi speed. Used it 11 times.,Negative
420,Hotel Review,Disgusting. Cleanliness was awful and pool area. Used it 24 times.,Negative
421,Hotel Review,Terrible hotel! Room was dirty and parking facility,Negative
422,Hotel Review,Terrible hotel! Room was dirty and wifi speed,Negative
423,Hotel Review,Disgusting. Cleanliness was awful and wifi speed,Negative
424,Hotel Review,Never again! cleanliness was broken and staff rude Horrible stay. Service was poor and wifi speed,Negative
425,Hotel Review,Disgusting. Cleanliness was awful and wifi speed,Negative
426,Hotel Review,Disgusting. Cleanliness was awful and wifi speed,Negative
427,Hotel Review,Disgusting. Cleanliness was awful and location convenience Waste of money. pool area completely unacceptable,Negative
428,Hotel Review,Waste of money. location convenience completely unacceptable Disgusting. Cleanliness was awful and comfortable beds,Negative
429,Hotel Review,Never again! wifi speed was broken and staff rude Never again! pool area was broken and staff rude,Negative
430,Hotel Review,Horrible stay. Service was poor and cleanliness. Used it 30 times.,Negative
431,Hotel Review,Never again! breakfast quality was broken and staff rude Horrible stay. Service was poor and pool area. Used it 19 times.,Negative
432,Hotel Review,Disgusting. Cleanliness was awful and pool area. Used it 27 times.,Negative
433,Hotel Review,Disgusting. Cleanliness was awful and location convenience Horrible stay. Service was poor and pool area. Used it 24 times.,Negative
434,Hotel Review,Horrible stay. Service was poor and cleanliness Waste of money. cleanliness completely unacceptable,Negative
435,Hotel Review,Terrible hotel! Room was dirty and cleanliness,Negative
436,Hotel Review,Terrible hotel! Room was dirty and breakfast quality. Used it 17 times.,Negative
437,Hotel Review,Never again! cleanliness was broken and staff rude Waste of money. location convenience completely unacceptable,Negative
438,Hotel Review,Terrible hotel! Room was dirty and staff friendliness. Used it 17 times.,Negative
439,Hotel Review,Waste of money. parking facility completely unacceptable Terrible hotel! Room was dirty and staff friendliness,Negative
440,Hotel Review,Terrible hotel! Room was dirty and comfortable beds,Negative
441,Hotel Review,Horrible stay. Service was poor and parking facility,Negative
442,Hotel Review,Disgusting. Cleanliness was awful and comfortable beds Never again! staff friendliness was broken and staff rude,Negative
443,Hotel Review,Horrible stay. Service was poor and parking facility,Negative
444,Hotel Review,Terrible hotel! Room was dirty and comfortable beds,Negative
445,Hotel Review,Waste of money. location convenience completely unacceptable Terrible hotel! Room was dirty and cleanliness,Negative
446,Hotel Review,Disgusting. Cleanliness was awful and staff friendliness,Negative
447,Hotel Review,Waste of money. comfortable beds completely unacceptable Waste of money. cleanliness completely unacceptable. Used it 29 times.,Negative
448,Hotel Review,Never again! cleanliness was broken and staff rude Terrible hotel! Room was dirty and parking facility,Negative
449,Hotel Review,Horrible stay. Service was poor and pool area. Used it 7 times.,Negative
450,Hotel Review,Disgusting. Cleanliness was awful and comfortable beds. Used it 19 times.,Negative
451,Hotel Review,Waste of money. staff friendliness completely unacceptable,Negative
452,Hotel Review,Disgusting. Cleanliness was awful and breakfast quality Terrible hotel! Room was dirty and pool area. Used it 14 times.,Negative
453,Hotel Review,Terrible hotel! Room was dirty and pool area,Negative
454,Hotel Review,Never again! cleanliness was broken and staff rude Never again! location convenience was broken and staff rude,Negative
455,Hotel Review,Waste of money. staff friendliness completely unacceptable Disgusting. Cleanliness was awful and breakfast quality,Negative
456,Hotel Review,Terrible hotel! Room was dirty and parking facility Horrible stay. Service was poor and comfortable beds. Used it 5 times.,Negative
457,Hotel Review,Horrible stay. Service was poor and staff friendliness Never again! pool area was broken and staff rude. Used it 1 times.,Negative
458,Hotel Review,Disgusting. Cleanliness was awful and pool area Never again! comfortable beds was broken and staff rude. Used it 6 times.,Negative
459,Hotel Review,Disgusting. Cleanliness was awful and staff friendliness Terrible hotel! Room was dirty and cleanliness. Used it 18 times.,Negative
460,Hotel Review,Waste of money. pool area completely unacceptable,Negative
461,Hotel Review,Never again! staff friendliness was broken and staff rude,Negative
462,Hotel Review,Waste of money. wifi speed completely unacceptable,Negative
463,Hotel Review,Disgusting. Cleanliness was awful and breakfast quality. Used it 10 times.,Negative
464,Hotel Review,Disgusting. Cleanliness was awful and breakfast quality Terrible hotel! Room was dirty and breakfast quality,Negative
465,Hotel Review,Never again! location convenience was broken and staff rude Terrible hotel! Room was dirty and pool area. Used it 8 times.,Negative
466,Hotel Review,Waste of money. wifi speed completely unacceptable Disgusting. Cleanliness was awful and comfortable beds. Used it 1 times.,Negative
467,Hotel Review,Never again! staff friendliness was broken and staff rude Never again! location convenience was broken and staff rude,Negative
468,Hotel Review,Never again! pool area was broken and staff rude,Negative
469,Hotel Review,Disgusting. Cleanliness was awful and pool area. Used it 13 times.,Negative
470,Hotel Review,Never again! location convenience was broken and staff rude Waste of money. wifi speed completely unacceptable,Negative
471,Hotel Review,Disgusting. Cleanliness was awful and pool area Terrible hotel! Room was dirty and wifi speed,Negative
472,Hotel Review,Waste of money. cleanliness completely unacceptable,Negative
473,Hotel Review,Horrible stay. Service was poor and location convenience Never again! comfortable beds was broken and staff rude,Negative
474,Hotel Review,Disgusting. Cleanliness was awful and breakfast quality Never again! wifi speed was broken and staff rude. Used it 5 times.,Negative
475,Hotel Review,Disgusting. Cleanliness was awful and comfortable beds Disgusting. Cleanliness was awful and location convenience,Negative
476,Hotel Review,Waste of money. cleanliness completely unacceptable Never again! comfortable beds was broken and staff rude. Used it 8 times.,Negative
477,Hotel Review,Horrible stay. Service was poor and cleanliness Waste of money. staff friendliness completely unacceptable,Negative
478,Hotel Review,Disgusting. Cleanliness was awful and comfortable beds Terrible hotel! Room was dirty and comfortable beds. Used it 17 times.,Negative
479,Hotel Review,Disgusting. Cleanliness was awful and pool area,Negative
480,Hotel Review,Never again! cleanliness was broken and staff rude,Negative
481,Hotel Review,Disgusting. Cleanliness was awful and comfortable beds Terrible hotel! Room was dirty and breakfast quality,Negative
482,Hotel Review,Disgusting. Cleanliness was awful and wifi speed Waste of money. location convenience completely unacceptable,Negative
483,Hotel Review,Disgusting. Cleanliness was awful and location convenience,Negative
484,Hotel Review,Terrible hotel! Room was dirty and comfortable beds Terrible hotel! Room was dirty and pool area,Negative
485,Hotel Review,Horrible stay. Service was poor and breakfast quality,Negative
486,Hotel Review,Waste of money. staff friendliness completely unacceptable Disgusting. Cleanliness was awful and wifi speed,Negative
487,Hotel Review,Horrible stay. Service was poor and staff friendliness,Negative
488,Hotel Review,Disgusting. Cleanliness was awful and staff friendliness,Negative
489,Hotel Review,Horrible stay. Service was poor and parking facility,Negative
490,Hotel Review,Waste of money. comfortable beds completely unacceptable,Negative
491,Hotel Review,Never again! pool area was broken and staff rude. Used it 4 times.,Negative
492,Hotel Review,Disgusting. Cleanliness was awful and pool area Waste of money. staff friendliness completely unacceptable,Negative
493,Hotel Review,Never again! pool area was broken and staff rude,Negative
494,Hotel Review,Never again! comfortable beds was broken and staff rude,Negative
495,Hotel Review,Terrible hotel! Room was dirty and wifi speed Never again! comfortable beds was broken and staff rude. Used it 23 times.,Negative
496,Hotel Review,Waste of money. staff friendliness completely unacceptable,Negative
497,Hotel Review,Waste of money. staff friendliness completely unacceptable,Negative
498,Hotel Review,Waste of money. breakfast quality completely unacceptable Waste of money. breakfast quality completely unacceptable,Negative
499,Hotel Review,Horrible stay. Service was poor and pool area,Negative
500,Hotel Review,Never again! cleanliness was broken and staff rude,Negative
501,Hotel Review,Fine experience. Nothing special about location convenience,Neutral
502,Hotel Review,Fine experience. Nothing special about location convenience Fine experience. Nothing special about breakfast quality. Used it 1 times.,Neutral
503,Hotel Review,Decent hotel. Service okay and cleanliness. Used it 18 times.,Neutral
504,Hotel Review,Average stay. location convenience was standard Standard hotel. location convenience worked fine,Neutral
505,Hotel Review,Standard hotel. comfortable beds worked fine. Used it 18 times.,Neutral
506,Hotel Review,Standard hotel. cleanliness worked fine Fine experience. Nothing special about wifi speed,Neutral
507,Hotel Review,Average stay. parking facility was standard,Neutral
508,Hotel Review,Fine experience. Nothing special about parking facility,Neutral
509,Hotel Review,Fine experience. Nothing special about comfortable beds,Neutral
510,Hotel Review,Average stay. pool area was standard,Neutral
511,Hotel Review,Average stay. breakfast quality was standard Average stay. wifi speed was standard,Neutral
512,Hotel Review,Standard hotel. parking facility worked fine Standard hotel. breakfast quality worked fine,Neutral
513,Hotel Review,Decent hotel. Service okay and parking facility Standard hotel. comfortable beds worked fine. Used it 25 times.,Neutral
514,Hotel Review,Okay hotel. Room was clean but parking facility Average stay. breakfast quality was standard. Used it 23 times.,Neutral
515,Hotel Review,Average stay. staff friendliness was standard Fine experience. Nothing special about breakfast quality,Neutral
516,Hotel Review,Fine experience. Nothing special about staff friendliness Fine experience. Nothing special about comfortable beds,Neutral
517,Hotel Review,Fine experience. Nothing special about parking facility,Neutral
518,Hotel Review,Fine experience. Nothing special about location convenience Decent hotel. Service okay and cleanliness,Neutral
519,Hotel Review,Fine experience. Nothing special about pool area,Neutral
520,Hotel Review,Average stay. staff friendliness was standard Average stay. location convenience was standard. Used it 27 times.,Neutral
521,Hotel Review,Decent hotel. Service okay and breakfast quality Standard hotel. location convenience worked fine,Neutral
522,Hotel Review,Okay hotel. Room was clean but comfortable beds,Neutral
523,Hotel Review,Okay hotel. Room was clean but comfortable beds Average stay. location convenience was standard,Neutral
524,Hotel Review,Average stay. breakfast quality was standard Decent hotel. Service okay and breakfast quality,Neutral
525,Hotel Review,Okay hotel. Room was clean but pool area Decent hotel. Service okay and comfortable beds,Neutral
526,Hotel Review,Okay hotel. Room was clean but staff friendliness,Neutral
527,Hotel Review,Fine experience. Nothing special about comfortable beds,Neutral
528,Hotel Review,Average stay. location convenience was standard. Used it 19 times.,Neutral
529,Hotel Review,Standard hotel. location convenience worked fine. Used it 23 times.,Neutral
530,Hotel Review,Okay hotel. Room was clean but staff friendliness Average stay. location convenience was standard. Used it 13 times.,Neutral
531,Hotel Review,Okay hotel. Room was clean but comfortable beds,Neutral
532,Hotel Review,Average stay. staff friendliness was standard Average stay. breakfast quality was standard. Used it 19 times.,Neutral
533,Hotel Review,Standard hotel. breakfast quality worked fine,Neutral
534,Hotel Review,Average stay. staff friendliness was standard,Neutral
535,Hotel Review,Average stay. comfortable beds was standard Okay hotel. Room was clean but breakfast quality,Neutral
536,Hotel Review,Decent hotel. Service okay and staff friendliness Decent hotel. Service okay and breakfast quality. Used it 21 times.,Neutral
537,Hotel Review,Average stay. parking facility was standard,Neutral
538,Hotel Review,Decent hotel. Service okay and wifi speed,Neutral
539,Hotel Review,Fine experience. Nothing special about parking facility,Neutral
540,Hotel Review,Fine experience. Nothing special about staff friendliness. Used it 16 times.,Neutral
541,Hotel Review,Standard hotel. cleanliness worked fine,Neutral
542,Hotel Review,Average stay. staff friendliness was standard Standard hotel. staff friendliness worked fine,Neutral
543,Hotel Review,Fine experience. Nothing special about comfortable beds. Used it 3 times.,Neutral
544,Hotel Review,Decent hotel. Service okay and wifi speed. Used it 2 times.,Neutral
545,Hotel Review,Standard hotel. parking facility worked fine Standard hotel. staff friendliness worked fine,Neutral
546,Hotel Review,Okay hotel. Room was clean but breakfast quality Decent hotel. Service okay and comfortable beds,Neutral
547,Hotel Review,Average stay. pool area was standard,Neutral
548,Hotel Review,Decent hotel. Service okay and staff friendliness,Neutral
549,Hotel Review,Okay hotel. Room was clean but wifi speed. Used it 14 times.,Neutral
550,Hotel Review,Fine experience. Nothing special about cleanliness,Neutral
551,Hotel Review,Okay hotel. Room was clean but cleanliness,Neutral
552,Hotel Review,Average stay. location convenience was standard,Neutral
553,Hotel Review,Average stay. pool area was standard Average stay. parking facility was standard,Neutral
554,Hotel Review,Okay hotel. Room was clean but pool area,Neutral
555,Hotel Review,Standard hotel. comfortable beds worked fine Decent hotel. Service okay and comfortable beds,Neutral
556,Hotel Review,Okay hotel. Room was clean but location convenience Standard hotel. breakfast quality worked fine,Neutral
557,Hotel Review,Okay hotel. Room was clean but comfortable beds Average stay. cleanliness was standard. Used it 28 times.,Neutral
558,Hotel Review,Average stay. cleanliness was standard,Neutral
559,Hotel Review,Average stay. breakfast quality was standard Okay hotel. Room was clean but staff friendliness. Used it 8 times.,Neutral
560,Hotel Review,Decent hotel. Service okay and parking facility Okay hotel. Room was clean but pool area. Used it 22 times.,Neutral
561,Hotel Review,Average stay. wifi speed was standard,Neutral
562,Hotel Review,Fine experience. Nothing special about comfortable beds,Neutral
563,Hotel Review,Decent hotel. Service okay and pool area Okay hotel. Room was clean but location convenience. Used it 7 times.,Neutral
564,Hotel Review,Standard hotel. parking facility worked fine Standard hotel. wifi speed worked fine,Neutral
565,Hotel Review,Average stay. wifi speed was standard Average stay. cleanliness was standard,Neutral
566,Hotel Review,Average stay. pool area was standard,Neutral
567,Hotel Review,Decent hotel. Service okay and cleanliness,Neutral
568,Hotel Review,Decent hotel. Service okay and comfortable beds Average stay. wifi speed was standard,Neutral
569,Hotel Review,Average stay. parking facility was standard. Used it 30 times.,Neutral
570,Hotel Review,Standard hotel. staff friendliness worked fine,Neutral
571,Hotel Review,Fine experience. Nothing special about comfortable beds Standard hotel. comfortable beds worked fine,Neutral
572,Hotel Review,Okay hotel. Room was clean but cleanliness Fine experience. Nothing special about breakfast quality. Used it 9 times.,Neutral
573,Hotel Review,Fine experience. Nothing special about pool area Decent hotel. Service okay and location convenience. Used it 3 times.,Neutral
574,Hotel Review,Average stay. comfortable beds was standard. Used it 6 times.,Neutral
575,Hotel Review,Fine experience. Nothing special about pool area Fine experience. Nothing special about comfortable beds,Neutral
576,Hotel Review,Fine experience. Nothing special about parking facility,Neutral
577,Hotel Review,Okay hotel. Room was clean but breakfast quality,Neutral
578,Hotel Review,Standard hotel. cleanliness worked fine Average stay. pool area was standard. Used it 23 times.,Neutral
579,Hotel Review,Decent hotel. Service okay and staff friendliness,Neutral
580,Hotel Review,Decent hotel. Service okay and breakfast quality Okay hotel. Room was clean but staff friendliness,Neutral
581,Hotel Review,Okay hotel. Room was clean but location convenience. Used it 26 times.,Neutral
582,Hotel Review,Okay hotel. Room was clean but cleanliness. Used it 25 times.,Neutral
583,Hotel Review,Average stay. wifi speed was standard,Neutral
584,Hotel Review,Okay hotel. Room was clean but parking facility Okay hotel. Room was clean but cleanliness,Neutral
585,Hotel Review,Fine experience. Nothing special about breakfast quality. Used it 28 times.,Neutral
586,Hotel Review,Okay hotel. Room was clean but cleanliness Fine experience. Nothing special about cleanliness. Used it 19 times.,Neutral
587,Hotel Review,Fine experience. Nothing special about location convenience Okay hotel. Room was clean but staff friendliness,Neutral
588,Hotel Review,Decent hotel. Service okay and wifi speed,Neutral
589,Hotel Review,Decent hotel. Service okay and location convenience Average stay. cleanliness was standard,Neutral
590,Hotel Review,Decent hotel. Service okay and location convenience,Neutral
591,Hotel Review,Okay hotel. Room was clean but comfortable beds Decent hotel. Service okay and staff friendliness. Used it 7 times.,Neutral
592,Hotel Review,Standard hotel. cleanliness worked fine,Neutral
593,Hotel Review,Fine experience. Nothing special about location convenience Decent hotel. Service okay and pool area,Neutral
594,Hotel Review,Okay hotel. Room was clean but pool area,Neutral
595,Hotel Review,Decent hotel. Service okay and cleanliness,Neutral
596,Hotel Review,Standard hotel. pool area worked fine Standard hotel. wifi speed worked fine,Neutral
597,Hotel Review,Average stay. wifi speed was standard. Used it 27 times.,Neutral
598,Hotel Review,Average stay. staff friendliness was standard,Neutral
599,Hotel Review,Average stay. wifi speed was standard,Neutral
600,Hotel Review,Standard hotel. cleanliness worked fine Decent hotel. Service okay and breakfast quality,Neutral
601,Text Message,You're the best! Love how you handle the budget. Used it 2 times.,Positive
602,Text Message,Hey! Just wanted to say I love working with you 😊 the deadline,Positive
603,Text Message,Amazing! Thanks for the quick help with the results. Used it 30 times.,Positive
604,Text Message,Great job today! You're awesome at the presentation,Positive
605,Text Message,Hey! Just wanted to say I love working with you 😊 the project Great job today! You're awesome at the meeting,Positive
606,Text Message,Hey! Just wanted to say I love working with you 😊 the presentation You're the best! Love how you handle that report,Positive
607,Text Message,Great job today! You're awesome at the meeting You're the best! Love how you handle the results,Positive
608,Text Message,Amazing! Thanks for the quick help with the presentation. Used it 19 times.,Positive
609,Text Message,You're the best! Love how you handle the budget,Positive
610,Text Message,Great job today! You're awesome at the meeting Hey! Just wanted to say I love working with you 😊 the data,Positive
611,Text Message,Great job today! You're awesome at the presentation,Positive
612,Text Message,Amazing! Thanks for the quick help with that report,Positive
613,Text Message,Thanks so much! That was really helpful that report. Used it 11 times.,Positive
614,Text Message,Hey! Just wanted to say I love working with you 😊 the presentation,Positive
615,Text Message,Great job today! You're awesome at the deadline Hey! Just wanted to say I love working with you 😊 the presentation. Used it 4 times.,Positive
616,Text Message,Hey! Just wanted to say I love working with you 😊 the data,Positive
617,Text Message,Great job today! You're awesome at the data You're the best! Love how you handle the data,Positive
618,Text Message,Hey! Just wanted to say I love working with you 😊 the results Amazing! Thanks for the quick help with the deadline. Used it 3 times.,Positive
