id,category,text,sentiment
619,Text Message,Thanks so much! That was really helpful the project,Positive
620,Text Message,Hey! Just wanted to say I love working with you 😊 the presentation. Used it 13 times.,Positive
621,Text Message,Hey! Just wanted to say I love working with you 😊 that report,Positive
622,Text Message,Hey! Just wanted to say I love working with you 😊 the data Great job today! You're awesome at the data. Used it 4 times.,Positive
623,Text Message,Great job today! You're awesome at the deadline You're the best! Love how you handle the budget,Positive
624,Text Message,Great job today! You're awesome at that report Hey! Just wanted to say I love working with you 😊 the data,Positive
625,Text Message,Great job today! You're awesome at the project Thanks so much! That was really helpful the project,Positive
626,Text Message,Amazing! Thanks for the quick help with the results Great job today! You're awesome at that report. Used it 6 times.,Positive
627,Text Message,Hey! Just wanted to say I love working with you 😊 the results Hey! Just wanted to say I love working with you 😊 the budget,Positive
628,Text Message,You're the best! Love how you handle the budget Hey! Just wanted to say I love working with you 😊 the data. Used it 29 times.,Positive
629,Text Message,Thanks so much! That was really helpful the meeting You're the best! Love how you handle the project. Used it 15 times.,Positive
630,Text Message,Great job today! You're awesome at the budget Amazing! Thanks for the quick help with the project. Used it 23 times.,Positive
631,Text Message,Hey! Just wanted to say I love working with you 😊 the presentation,Positive
632,Text Message,Amazing! Thanks for the quick help with the deadline Amazing! Thanks for the quick help with the project,Positive
633,Text Message,Amazing! Thanks for the quick help with the results Amazing! Thanks for the quick help with the deadline,Positive
634,Text Message,You're the best! Love how you handle the project,Positive
635,Text Message,Hey! Just wanted to say I love working with you 😊 the results. Used it 6 times.,Positive
636,Text Message,Great job today! You're awesome at the meeting. Used it 3 times.,Positive
637,Text Message,Great job today! You're awesome at the meeting Amazing! Thanks for the quick help with the budget,Positive
638,Text Message,Hey! Just wanted to say I love working with you 😊 the data,Positive
639,Text Message,Thanks so much! That was really helpful the results Hey! Just wanted to say I love working with you 😊 the data. Used it 5 times.,Positive
640,Text Message,Amazing! Thanks for the quick help with that report,Positive
641,Text Message,Thanks so much! That was really helpful the presentation,Positive
642,Text Message,You're the best! Love how you handle the results Amazing! Thanks for the quick help with the results. Used it 9 times.,Positive
643,Text Message,Great job today! You're awesome at the data Hey! Just wanted to say I love working with you 😊 the data,Positive
644,Text Message,Great job today! You're awesome at the project You're the best! Love how you handle the budget,Positive
645,Text Message,Thanks so much! That was really helpful the budget,Positive
646,Text Message,Hey! Just wanted to say I love working with you 😊 the deadline Great job today! You're awesome at the budget,Positive
647,Text Message,Thanks so much! That was really helpful the budget You're the best! Love how you handle that report. Used it 7 times.,Positive
648,Text Message,You're the best! Love how you handle the presentation Hey! Just wanted to say I love working with you 😊 the meeting. Used it 23 times.,Positive
649,Text Message,Great job today! You're awesome at the project Great job today! You're awesome at the deadline,Positive
650,Text Message,Hey! Just wanted to say I love working with you 😊 the deadline. Used it 2 times.,Positive
651,Text Message,Great job today! You're awesome at the budget Thanks so much! That was really helpful the results,Positive
652,Text Message,Hey! Just wanted to say I love working with you 😊 the deadline,Positive
653,Text Message,Great job today! You're awesome at the results Amazing! Thanks for the quick help with the presentation,Positive
654,Text Message,Hey! Just wanted to say I love working with you 😊 the budget Hey! Just wanted to say I love working with you 😊 the data. Used it 28 times.,Positive
655,Text Message,Great job today! You're awesome at the deadline,Positive
656,Text Message,You're the best! Love how you handle the project Hey! Just wanted to say I love working with you 😊 the results,Positive
657,Text Message,Amazing! Thanks for the quick help with the project. Used it 20 times.,Positive
658,Text Message,Thanks so much! That was really helpful the data You're the best! Love how you handle the presentation,Positive
659,Text Message,You're the best! Love how you handle the budget,Positive
660,Text Message,Amazing! Thanks for the quick help with that report Hey! Just wanted to say I love working with you 😊 the presentation,Positive
661,Text Message,Thanks so much! That was really helpful that report You're the best! Love how you handle that report,Positive
662,Text Message,Thanks so much! That was really helpful the budget Thanks so much! That was really helpful the budget. Used it 17 times.,Positive
663,Text Message,Hey! Just wanted to say I love working with you 😊 the data,Positive
664,Text Message,Hey! Just wanted to say I love working with you 😊 the results,Positive
665,Text Message,You're the best! Love how you handle the data You're the best! Love how you handle the project,Positive
666,Text Message,Thanks so much! That was really helpful the deadline,Positive
667,Text Message,Thanks so much! That was really helpful the budget Great job today! You're awesome at the meeting. Used it 16 times.,Positive
668,Text Message,Thanks so much! That was really helpful the meeting,Positive
669,Text Message,Hey! Just wanted to say I love working with you 😊 the deadline Thanks so much! That was really helpful the deadline,Positive
670,Text Message,You're the best! Love how you handle the presentation Thanks so much! That was really helpful the budget,Positive
671,Text Message,Hey! Just wanted to say I love working with you 😊 the results Hey! Just wanted to say I love working with you 😊 that report,Positive
672,Text Message,Amazing! Thanks for the quick help with that report,Positive
673,Text Message,Amazing! Thanks for the quick help with the budget You're the best! Love how you handle the project,Positive
674,Text Message,Great job today! You're awesome at the deadline,Positive
675,Text Message,Great job today! You're awesome at the presentation Great job today! You're awesome at that report,Positive
676,Text Message,Thanks so much! That was really helpful the project. Used it 9 times.,Positive
677,Text Message,Great job today! You're awesome at the meeting,Positive
678,Text Message,Great job today! You're awesome at the data,Positive
679,Text Message,You're the best! Love how you handle the results You're the best! Love how you handle the project. Used it 7 times.,Positive
680,Text Message,Hey! Just wanted to say I love working with you 😊 the presentation Amazing! Thanks for the quick help with the deadline. Used it 1 times.,Positive
681,Text Message,Great job today! You're awesome at the presentation,Positive
682,Text Message,You're the best! Love how you handle the budget. Used it 27 times.,Positive
683,Text Message,Thanks so much! That was really helpful the budget,Positive
684,Text Message,You're the best! Love how you handle the meeting Thanks so much! That was really helpful the results,Positive
685,Text Message,Great job today! You're awesome at the data. Used it 8 times.,Positive
686,Text Message,Great job today! You're awesome at the project,Positive
687,Text Message,Hey! Just wanted to say I love working with you 😊 the presentation,Positive
688,Text Message,You're the best! Love how you handle the budget,Positive
689,Text Message,Amazing! Thanks for the quick help with the project,Positive
690,Text Message,Hey! Just wanted to say I love working with you 😊 that report,Positive
691,Text Message,Hey! Just wanted to say I love working with you 😊 the budget You're the best! Love how you handle the meeting. Used it 22 times.,Positive
692,Text Message,Thanks so much! That was really helpful the data,Positive
693,Text Message,Amazing! Thanks for the quick help with the meeting You're the best! Love how you handle that report,Positive
694,Text Message,Thanks so much! That was really helpful that report,Positive
695,Text Message,Great job today! You're awesome at the deadline Thanks so much! That was really helpful the deadline,Positive
696,Text Message,Thanks so much! That was really helpful the meeting Hey! Just wanted to say I love working with you 😊 the results,Positive
697,Text Message,Thanks so much! That was really helpful the deadline Hey! Just wanted to say I love working with you 😊 the project,Positive
698,Text Message,Amazing! Thanks for the quick help with the results. Used it 3 times.,Positive
699,Text Message,Hey! Just wanted to say I love working with you 😊 the budget,Positive
700,Text Message,Thanks so much! That was really helpful the budget You're the best! Love how you handle the project. Used it 6 times.,Positive
701,Text Message,I'm really disappointed with the presentation,Negative
702,Text Message,What a mess! that report is completely wrong Seriously? Why did you do the project like that 😡. Used it 5 times.,Negative
703,Text Message,I'm really disappointed with the presentation,Negative
704,Text Message,Seriously? Why did you do the presentation like that 😡 I'm really disappointed with the meeting. Used it 13 times.,Negative
705,Text Message,I'm really disappointed with the data What a mess! the data is completely wrong,Negative
706,Text Message,Seriously? Why did you do the meeting like that 😡,Negative
707,Text Message,This is unacceptable. that report needs to be fixed now,Negative
708,Text Message,Can't believe you forgot about the results This is unacceptable. the data needs to be fixed now,Negative
709,Text Message,This is unacceptable. the results needs to be fixed now,Negative
710,Text Message,What a mess! the results is completely wrong. Used it 9 times.,Negative
711,Text Message,Seriously? Why did you do the deadline like that 😡 I'm really disappointed with that report,Negative
712,Text Message,What a mess! the presentation is completely wrong,Negative
713,Text Message,This is unacceptable. the project needs to be fixed now Seriously? Why did you do the meeting like that 😡,Negative
714,Text Message,What a mess! the meeting is completely wrong Seriously? Why did you do the results like that 😡,Negative
715,Text Message,I'm really disappointed with the project Can't believe you forgot about the deadline,Negative
716,Text Message,What a mess! the deadline is completely wrong Seriously? Why did you do the results like that 😡,Negative
717,Text Message,Seriously? Why did you do the results like that 😡 What a mess! the presentation is completely wrong. Used it 16 times.,Negative
718,Text Message,Seriously? Why did you do the data like that 😡,Negative
719,Text Message,Seriously? Why did you do the budget like that 😡,Negative
720,Text Message,What a mess! the presentation is completely wrong,Negative
721,Text Message,This is unacceptable. the results needs to be fixed now,Negative
722,Text Message,I'm really disappointed with the results Seriously? Why did you do that report like that 😡,Negative
723,Text Message,Seriously? Why did you do the presentation like that 😡,Negative
724,Text Message,Can't believe you forgot about the presentation Seriously? Why did you do the project like that 😡,Negative
725,Text Message,This is unacceptable. the data needs to be fixed now Seriously? Why did you do the budget like that 😡,Negative
726,Text Message,Seriously? Why did you do the data like that 😡. Used it 27 times.,Negative
727,Text Message,I'm really disappointed with that report,Negative
728,Text Message,Can't believe you forgot about that report,Negative
729,Text Message,What a mess! the meeting is completely wrong What a mess! the project is completely wrong,Negative
730,Text Message,Can't believe you forgot about the data,Negative
731,Text Message,Can't believe you forgot about the meeting Can't believe you forgot about the meeting,Negative
732,Text Message,Seriously? Why did you do the data like that 😡,Negative
733,Text Message,Can't believe you forgot about the data What a mess! the deadline is completely wrong. Used it 11 times.,Negative
734,Text Message,What a mess! the meeting is completely wrong This is unacceptable. the data needs to be fixed now,Negative
735,Text Message,Can't believe you forgot about the presentation Can't believe you forgot about the deadline. Used it 20 times.,Negative
736,Text Message,I'm really disappointed with the meeting This is unacceptable. the presentation needs to be fixed now,Negative
737,Text Message,Can't believe you forgot about the results Can't believe you forgot about the data,Negative
738,Text Message,What a mess! the project is completely wrong Can't believe you forgot about that report. Used it 5 times.,Negative
739,Text Message,Seriously? Why did you do the deadline like that 😡. Used it 26 times.,Negative
740,Text Message,I'm really disappointed with the budget. Used it 2 times.,Negative
741,Text Message,This is unacceptable. the project needs to be fixed now I'm really disappointed with the results. Used it 28 times.,Negative
742,Text Message,Can't believe you forgot about the data. Used it 26 times.,Negative
743,Text Message,Seriously? Why did you do the data like that 😡 What a mess! the data is completely wrong,Negative
744,Text Message,Can't believe you forgot about the project Seriously? Why did you do the budget like that 😡. Used it 28 times.,Negative
745,Text Message,This is unacceptable. the presentation needs to be fixed now Can't believe you forgot about the deadline,Negative
746,Text Message,I'm really disappointed with the results. Used it 22 times.,Negative
747,Text Message,This is unacceptable. the meeting needs to be fixed now,Negative
748,Text Message,What a mess! the project is completely wrong,Negative
749,Text Message,This is unacceptable. the meeting needs to be fixed now Can't believe you forgot about the budget. Used it 15 times.,Negative
750,Text Message,Seriously? Why did you do the meeting like that 😡,Negative
751,Text Message,Can't believe you forgot about the budget,Negative
752,Text Message,Seriously? Why did you do the presentation like that 😡 Can't believe you forgot about the deadline,Negative
753,Text Message,Can't believe you forgot about the meeting,Negative
754,Text Message,Seriously? Why did you do the presentation like that 😡 This is unacceptable. the deadline needs to be fixed now,Negative
755,Text Message,I'm really disappointed with the budget This is unacceptable. the results needs to be fixed now,Negative
756,Text Message,Seriously? Why did you do the presentation like that 😡,Negative
757,Text Message,Seriously? Why did you do the presentation like that 😡,Negative
758,Text Message,What a mess! the budget is completely wrong,Negative
759,Text Message,Seriously? Why did you do the presentation like that 😡 Can't believe you forgot about the results,Negative
760,Text Message,This is unacceptable. the presentation needs to be fixed now Can't believe you forgot about that report,Negative
761,Text Message,Can't believe you forgot about the project,Negative
762,Text Message,This is unacceptable. the data needs to be fixed now,Negative
763,Text Message,Can't believe you forgot about the data,Negative
764,Text Message,This is unacceptable. the project needs to be fixed now,Negative
765,Text Message,Seriously? Why did you do that report like that 😡 Seriously? Why did you do the project like that 😡. Used it 9 times.,Negative
766,Text Message,Can't believe you forgot about the deadline,Negative
767,Text Message,What a mess! the results is completely wrong What a mess! the data is completely wrong,Negative
768,Text Message,Seriously? Why did you do the project like that 😡 Can't believe you forgot about that report,Negative
769,Text Message,Seriously? Why did you do the presentation like that 😡,Negative
770,Text Message,I'm really disappointed with the budget,Negative
771,Text Message,What a mess! the data is completely wrong What a mess! the project is completely wrong,Negative
772,Text Message,This is unacceptable. the data needs to be fixed now,Negative
773,Text Message,This is unacceptable. the budget needs to be fixed now I'm really disappointed with the project,Negative
774,Text Message,Seriously? Why did you do the project like that 😡. Used it 20 times.,Negative
775,Text Message,Can't believe you forgot about that report I'm really disappointed with the deadline,Negative
776,Text Message,This is unacceptable. the data needs to be fixed now Can't believe you forgot about the meeting. Used it 8 times.,Negative
777,Text Message,This is unacceptable. that report needs to be fixed now This is unacceptable. the project needs to be fixed now,Negative
778,Text Message,Can't believe you forgot about that report I'm really disappointed with that report. Used it 7 times.,Negative
779,Text Message,I'm really disappointed with the presentation This is unacceptable. the deadline needs to be fixed now. Used it 20 times.,Negative
780,Text Message,This is unacceptable. the presentation needs to be fixed now,Negative
781,Text Message,Can't believe you forgot about the budget Can't believe you forgot about the meeting,Negative
782,Text Message,I'm really disappointed with the data This is unacceptable. the project needs to be fixed now,Negative
783,Text Message,What a mess! the budget is completely wrong,Negative
784,Text Message,I'm really disappointed with the results,Negative
785,Text Message,I'm really disappointed with the results Can't believe you forgot about that report. Used it 20 times.,Negative
786,Text Message,I'm really disappointed with the meeting,Negative
787,Text Message,I'm really disappointed with that report,Negative
788,Text Message,Can't believe you forgot about the project,Negative
789,Text Message,Can't believe you forgot about the deadline Seriously? Why did you do the budget like that 😡,Negative
790,Text Message,This is unacceptable. the presentation needs to be fixed now What a mess! the deadline is completely wrong,Negative
791,Text Message,This is unacceptable. the results needs to be fixed now Can't believe you forgot about that report,Negative
792,Text Message,This is unacceptable. the meeting needs to be fixed now,Negative
793,Text Message,What a mess! the meeting is completely wrong. Used it 19 times.,Negative
794,Text Message,What a mess! the presentation is completely wrong. Used it 25 times.,Negative
795,Text Message,This is unacceptable. that report needs to be fixed now I'm really disappointed with the presentation. Used it 22 times.,Negative
796,Text Message,Can't believe you forgot about the presentation,Negative
797,Text Message,Seriously? Why did you do the project like that 😡 I'm really disappointed with that report,Negative
798,Text Message,I'm really disappointed with the meeting What a mess! the data is completely wrong,Negative
799,Text Message,Can't believe you forgot about the budget,Negative
800,Text Message,Can't believe you forgot about the data,Negative
801,Text Message,Quick question about the results FYI regarding the project,Neutral
802,Text Message,Quick question about the meeting. Used it 17 times.,Neutral
803,Text Message,Just confirming the meeting is done Just confirming the meeting is done,Neutral
804,Text Message,Just confirming the data is done,Neutral
805,Text Message,Quick question about the results,Neutral
806,Text Message,Quick question about the project. Used it 5 times.,Neutral
807,Text Message,Just confirming the project is done,Neutral
808,Text Message,"Hey, can you check the meeting when you get a chance?. Used it 6 times.",Neutral
809,Text Message,FYI regarding the project Please update me on that report. Used it 20 times.,Neutral
810,Text Message,Quick question about the meeting Just confirming the data is done,Neutral
811,Text Message,FYI regarding the budget. Used it 22 times.,Neutral
812,Text Message,Quick question about that report Just confirming the data is done,Neutral
813,Text Message,"Hey, can you check the deadline when you get a chance?",Neutral
814,Text Message,Just confirming that report is done Just confirming the results is done,Neutral
815,Text Message,FYI regarding that report. Used it 22 times.,Neutral
816,Text Message,FYI regarding the project,Neutral
817,Text Message,FYI regarding the data Please update me on the project,Neutral
818,Text Message,Just confirming the results is done Quick question about the presentation,Neutral
819,Text Message,Quick question about the meeting. Used it 25 times.,Neutral
820,Text Message,"Hey, can you check the budget when you get a chance?",Neutral
821,Text Message,"Please update me on the deadline Hey, can you check the project when you get a chance?",Neutral
822,Text Message,FYI regarding the project,Neutral
823,Text Message,Please update me on the data,Neutral
824,Text Message,Quick question about the budget. Used it 18 times.,Neutral
825,Text Message,FYI regarding the presentation FYI regarding the budget,Neutral
826,Text Message,Just confirming the data is done FYI regarding the results. Used it 18 times.,Neutral
827,Text Message,Please update me on the budget FYI regarding the presentation,Neutral
828,Text Message,Just confirming that report is done Just confirming the results is done,Neutral
829,Text Message,"Hey, can you check the deadline when you get a chance?",Neutral
830,Text Message,FYI regarding the project Just confirming the data is done,Neutral
831,Text Message,"Hey, can you check the meeting when you get a chance?",Neutral
832,Text Message,"Hey, can you check that report when you get a chance? Please update me on the deadline",Neutral
833,Text Message,Quick question about the data,Neutral
834,Text Message,FYI regarding the project Just confirming the results is done,Neutral
835,Text Message,FYI regarding the budget. Used it 26 times.,Neutral
836,Text Message,FYI regarding the meeting,Neutral
837,Text Message,Just confirming the project is done Just confirming that report is done,Neutral
838,Text Message,Please update me on the data Quick question about the deadline,Neutral
839,Text Message,"Hey, can you check the budget when you get a chance?",Neutral
840,Text Message,Please update me on the budget Just confirming the deadline is done,Neutral
841,Text Message,FYI regarding the project Please update me on the meeting,Neutral
842,Text Message,FYI regarding that report,Neutral
843,Text Message,"Hey, can you check the budget when you get a chance? FYI regarding the budget",Neutral
844,Text Message,FYI regarding the results Just confirming the presentation is done,Neutral
845,Text Message,Quick question about the project Quick question about that report. Used it 13 times.,Neutral
846,Text Message,Just confirming the presentation is done,Neutral
847,Text Message,FYI regarding the project Please update me on the deadline. Used it 13 times.,Neutral
848,Text Message,"Hey, can you check the meeting when you get a chance? Quick question about the presentation",Neutral
849,Text Message,Just confirming the deadline is done Quick question about the deadline. Used it 8 times.,Neutral
850,Text Message,Just confirming the deadline is done Just confirming the deadline is done,Neutral
851,Text Message,"Just confirming that report is done Hey, can you check that report when you get a chance?",Neutral
852,Text Message,FYI regarding the project FYI regarding the project,Neutral
853,Text Message,FYI regarding the presentation Quick question about the budget,Neutral
854,Text Message,Quick question about the deadline FYI regarding the meeting. Used it 26 times.,Neutral
855,Text Message,Quick question about the project FYI regarding the presentation,Neutral
856,Text Message,Quick question about that report,Neutral
857,Text Message,"Please update me on the project Hey, can you check the deadline when you get a chance?",Neutral
858,Text Message,Please update me on the presentation,Neutral
859,Text Message,Just confirming the budget is done Just confirming the budget is done,Neutral
860,Text Message,Please update me on the meeting Quick question about the data. Used it 23 times.,Neutral
861,Text Message,Please update me on the data Please update me on the results. Used it 5 times.,Neutral
862,Text Message,"Hey, can you check the budget when you get a chance?",Neutral
863,Text Message,Quick question about the deadline Just confirming the meeting is done,Neutral
864,Text Message,Just confirming the data is done,Neutral
865,Text Message,Quick question about the budget Please update me on the project,Neutral
866,Text Message,"Hey, can you check the deadline when you get a chance?",Neutral
867,Text Message,"Hey, can you check the results when you get a chance? Please update me on the budget",Neutral
868,Text Message,Please update me on the project Quick question about that report,Neutral
869,Text Message,FYI regarding the meeting,Neutral
870,Text Message,Please update me on the presentation FYI regarding the results,Neutral
871,Text Message,"Hey, can you check the data when you get a chance? FYI regarding the budget",Neutral
872,Text Message,Just confirming the presentation is done,Neutral
873,Text Message,"Hey, can you check that report when you get a chance? Just confirming the presentation is done. Used it 11 times.",Neutral
874,Text Message,Please update me on the data Please update me on the results,Neutral
875,Text Message,FYI regarding the results Quick question about the meeting. Used it 1 times.,Neutral
876,Text Message,Just confirming the budget is done,Neutral
877,Text Message,Just confirming the meeting is done,Neutral
878,Text Message,"Hey, can you check the results when you get a chance?",Neutral
879,Text Message,Quick question about that report. Used it 20 times.,Neutral
880,Text Message,"Hey, can you check the data when you get a chance?",Neutral
881,Text Message,Please update me on the results,Neutral
882,Text Message,FYI regarding the meeting. Used it 22 times.,Neutral
883,Text Message,Please update me on the results Quick question about the budget,Neutral
884,Text Message,FYI regarding the meeting,Neutral
885,Text Message,FYI regarding the data FYI regarding the budget,Neutral
886,Text Message,"FYI regarding the deadline Hey, can you check the results when you get a chance?",Neutral
887,Text Message,Please update me on the meeting Please update me on the project. Used it 27 times.,Neutral
888,Text Message,Please update me on the budget,Neutral
889,Text Message,Quick question about the results. Used it 25 times.,Neutral
890,Text Message,"Please update me on the deadline Hey, can you check the presentation when you get a chance?. Used it 29 times.",Neutral
891,Text Message,Quick question about the deadline Just confirming the data is done,Neutral
892,Text Message,Please update me on that report,Neutral
893,Text Message,FYI regarding the budget. Used it 24 times.,Neutral
894,Text Message,"Quick question about the deadline Hey, can you check the meeting when you get a chance?. Used it 4 times.",Neutral
895,Text Message,FYI regarding the results Please update me on the results. Used it 1 times.,Neutral
896,Text Message,"Hey, can you check the project when you get a chance?. Used it 4 times.",Neutral
897,Text Message,Please update me on the meeting Quick question about the project. Used it 5 times.,Neutral
898,Text Message,Quick question about the deadline,Neutral
899,Text Message,Quick question about the presentation Quick question about the project,Neutral
900,Text Message,"Hey, can you check the budget when you get a chance?",Neutral
901,Food Review,Get lost! ,negative
902,Food Review,Haa tu he hai noob,negative
903,Food Review,The pizza was amazing! So cheesy and overall a decent pizza. ,neutral
904,Food Review,The biryani tasted delicious.,Positive
905,Food Review,Nice,Positive
906,Food Review,It was tasteless !!! ,Negative
907,Food Review,The pizza is very tasty ,Positive
908,Food Review,It was good i always get delivery on time and there was no complain till now ,Positive
909,Food Review,Quick delivery and kind delivery person ,Positive
910,Food Review,"Good, but could be better ",Negative
911,Food Review,It’s good and tasty ,Positive
912,Food Review,"Heaven..
Juicy 
..",Positive
913,Food Review,Ordering food online wasn't a good experience as different store has different taste so I always prefer to order from my favourite restaurant ,Positive
914,Food Review,Scrumptious,Positive
915,Food Review,Nice ,Positive
916,Food Review,It was good.,Positive
917,Food Review,"Pizza was very tasty. Soft inside, crispy outside. I liked it.",Positive
918,Food Review,Yummy,Positive
919,Food Review,"Not up To the Mark, quality and quantity is big issue ",Positive
920,Food Review,Ekdum tasty and crunchy ,Positive
921,Food Review,Amazing ,Positive
922,Food Review,Good ,Positive
923,Food Review,"The food was delicious, and delivery was on time. Budget friendly. Worth the money. Food tastes amazing ",Positive
924,Food Review,It was good in taste and smell of it was tempting ,Positive
925,Food Review,It was best i love spicy fries ,Positive
926,Food Review,Very tasty and very scrumptious and the rice was very fresh ,Positive
927,Food Review,It's good ,Positive
928,Food Review,Excellent service ,Positive
929,Food Review,perfect balance of sweetness ,Positive
930,Food Review,One of the best tasted,Positive
931,Food Review,Ummm could have been better,Negative
932,Food Review,I like noodles frankie from jai jalaram shop in Dahanu. The taste is awesome I can eat noodles frankie or any frankie from there everyday ,Positive
933,Food Review,i really liked it,Positive
934,Food Review,"Amazing presentation and taste, must try if cheese is the point!!!!",Positive
935,Food Review,Good ,Positive
936,Food Review,Very nice food,Positive
937,Food Review,It was not that good i visited the reputed place coffee island they should ask customer if they want with sugar or without ,Positive
938,Food Review,So Delicious ,Positive
939,Food Review,"    Soft, juicy, and bursting with flavor—these momos are pure comfort",positive 
940,Food Review,Good 👍🏽,positive
941,Food Review,Tastiest pizza while travelling..,positive 
942,Food Review,It's tasty and in low cost ,negative 
943,Food Review,Nice,positive
944,Food Review,Yummy and good hygiene ,positive
945,Food Review,"Tea was damn good, Biryani was kinda plain but vegetarian thali was very poor in quality and taste",postive
946,Food Review,The food was very good I loved the food so much visit it for sure,positive
947,Food Review,This was unexpected i haven't thought that the food will be this good and the service was also on time you should try atleast once ,positive
948,General,the food was bad,Negative
949,General,the food was terrible,Negative
950,General,this is so bad,Negative
951,General,i hate this,Negative
952,General,this is awful,Negative
953,General,terrible experience,Negative
954,General,the food was awful,Negative
955,General,i do not recommend this,Negative
956,General,very bad,Negative
957,General,worst food ever,Negative
958,General,disgusting food,Negative
959,General,the taste was bad,Negative
960,General,horrible taste,Negative
961,General,not good at all,Negative
962,General,the food was good,Positive
963,General,the food was amazing,Positive
964,General,this is so good,Positive
965,General,i love this,Positive
966,General,this is great,Positive
967,General,excellent experience,Positive
968,General,the food was delicious,Positive
969,General,i highly recommend this,Positive
970,General,very good,Positive
971,General,best food ever,Positive
972,General,fantastic food,Positive
973,General,the taste was amazing,Positive
974,General,yummy and tasty,Positive
975,General,the food was okay,Neutral
976,General,the food was average,Neutral
977,General,it was fine,Neutral
978,General,"not bad, not good",Neutral
979,General,just normal food,Neutral
980,General,it is what it is,Neutral
981,General,decent food,Neutral
